"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","Year_since_Release","Decade","Platform_Company","Platform_Gen","Family_Platform","Main_Developer","Developer_Country","Main_Publisher"
"Folklore","PS3",2007,"Role-Playing","Sony Computer Entertainment",0.2,0.04,0.05,0.03,0.32,75,55,80,145,"Game Republic, JapanStudio","T",9,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"Murdered: Soul Suspect","PS4",2014,"Action","Square Enix",0.09,0.16,0.02,0.05,0.32,59,60,67,310,"Airtight Games","M",2,"10s","SONY","8th Gen","SONY_PS","Other","Other","Square Enix"
"The Darkness II","PS3",2012,"Shooter","Take-Two Interactive",0.14,0.13,0,0.05,0.32,79,28,74,127,"Digital Extremes","M",4,"10s","SONY","7th Gen","SONY_PS","Other","Other","Sega"
"NBA 2K3","XB",2002,"Sports","Sega",0.24,0.07,0,0.01,0.32,87,15,77,9,"Visual Concepts","E",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Sega","Japan","Sega"
"NFL Fever 2004","XB",2003,"Sports","Microsoft Game Studios",0.24,0.07,0,0.01,0.32,74,29,86,16,"Microsoft Game Studios","E",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Microsoft","US","Microsoft"
"FIFA Street 3","X360",2008,"Sports","Electronic Arts",0.14,0.14,0,0.03,0.32,63,48,67,18,"EA Canada","E",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA"
"Test Drive Unlimited","X360",2006,"Racing","Atari",0.23,0.04,0.02,0.02,0.32,82,69,78,86,"Eden Studios","E10+",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Namco"
"Marvel Nemesis: Rise of the Imperfects","PSP",2005,"Fighting","Electronic Arts",0.29,0,0,0.02,0.32,58,15,85,30,"EA Canada","T",11,"00s","SONY","7th Gen","SONY_PS","EA","US","EA"
"Kingdom Under Fire: The Crusaders","XB",2004,"Strategy","Deep Silver",0.24,0.07,0,0.01,0.32,81,50,77,31,"Phantagram","M",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"Clive Barker's Jericho","X360",2007,"Shooter","Codemasters",0.28,0.01,0,0.02,0.32,63,46,72,70,"Mercury Steam, Alchemic Productions","M",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Romance of the Three Kingdoms VII","PS2",2000,"Strategy","Tecmo Koei",0.08,0.06,0.16,0.02,0.32,72,10,85,11,"Koei","E",16,"90s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Fable III","PC",2011,"Role-Playing","Microsoft Game Studios",0.1,0.17,0,0.05,0.32,75,39,52,555,"Lionhead Studios","M",5,"10s","Microsoft","5th Gen","Misc","Microsoft","US","Microsoft"
"Monsters, Inc.","PS2",2002,"Adventure","Sony Computer Entertainment",0.15,0.12,0,0.04,0.32,52,15,70,10,"Artificial Mind and Movement","E",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","SONY"
"DJ Hero","PS2",2009,"Misc","Activision",0.1,0.02,0,0.2,0.32,87,4,62,5,"FreeStyleGames","T",7,"00s","SONY","6th Gen","SONY_PS","Other","Other","Activision Blizzard"
"Lord of Arcana","PSP",2010,"Role-Playing","Square Enix",0.07,0.04,0.17,0.03,0.32,53,45,53,21,"Access Games","M",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Square Enix"
"Phineas and Ferb: Across the 2nd Dimension","PS3",2011,"Action","Disney Interactive Studios",0.15,0.11,0,0.05,0.32,63,13,64,9,"High Impact Games","E10+",5,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Tekken 6","PSP",2009,"Fighting","Namco Bandai Games",0.15,0.03,0.1,0.03,0.32,82,39,80,68,"Namco Bandai Games America, Namco Bandai Games","T",7,"00s","SONY","7th Gen","SONY_PS","Namco","Japan","Namco"
"Dynasty Warriors 4 Empires","PS2",2004,"Action","Tecmo Koei",0,0,0.32,0,0.32,71,29,86,19,"Omega Force","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Shenmue II","XB",2002,"Adventure","Microsoft Game Studios",0.22,0.08,0,0.01,0.32,80,31,91,96,"Sega AM2","T",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Sega","Japan","Microsoft"
"Crash of the Titans","X360",2007,"Action","Vivendi Games",0.27,0.02,0,0.02,0.32,65,25,61,39,"Radical Entertainment","E10+",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Ubisoft"
"Rugby World Cup 2011","PS3",2011,"Sports","505 Games",0,0.24,0,0.07,0.32,50,12,54,7,"HB Studios Multimedia","E",5,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"F1 Race Stars","PS3",2012,"Racing","Codemasters",0.06,0.19,0,0.06,0.32,61,27,54,34,"Codemasters","E",4,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Overlord II","PS3",2009,"Action","Codemasters",0.11,0.15,0,0.06,0.32,72,42,74,24,"Triumph Studios","T",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"BlazBlue: Continuum Shift","X360",2010,"Fighting","PQube",0.23,0.04,0.02,0.02,0.31,85,32,85,26,"Arc System Works","T",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"MLB 07: The Show","PS3",2007,"Sports","Sony Computer Entertainment",0.29,0,0,0.02,0.31,77,30,73,17,"SCEA San Diego Studios","E",9,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"Crash Nitro Kart","XB",2003,"Racing","Vivendi Games",0.24,0.07,0,0.01,0.31,70,14,87,16,"Vicarious Visions","E",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Activision Blizzard","US","Ubisoft"
"Etrian Odyssey III: The Drowned City","DS",2010,"Role-Playing","Atlus",0.12,0,0.19,0.01,0.31,77,23,78,21,"Atlus","E10+",6,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Batman: Arkham Origins","PC",2013,"Action","Warner Bros. Interactive Entertainment",0.13,0.16,0,0.02,0.31,74,17,73,1170,"Iron Galaxy Studios","T",3,"10s","Microsoft","5th Gen","Misc","Other","Other","Other"
"Harry Potter and the Half-Blood Prince","X360",2009,"Action","Electronic Arts",0.17,0.11,0,0.03,0.31,64,38,66,11,"EA Bright Light","E10+",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA"
"Fishing Master","Wii",2007,"Misc","Konami Digital Entertainment",0.29,0,0,0.02,0.31,58,9,79,9,"Hudson Soft","E",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Madden NFL 2004","GBA",2003,"Sports","Electronic Arts",0.22,0.08,0,0.01,0.31,70,9,64,5,"BudCat","E",13,"00s","Nintendo","6th Gen","Misc","Other","Other","EA"
"NBA Inside Drive 2003","XB",2002,"Sports","Microsoft Game Studios",0.23,0.07,0,0.01,0.31,72,21,76,12,"High Voltage Software","E",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Microsoft"
"FIFA Street","PS2",2005,"Sports","Electronic Arts",0.15,0.12,0,0.04,0.31,59,29,77,52,"EA Canada","E",11,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"Monster Lab","Wii",2008,"Role-Playing","Eidos Interactive",0.27,0.02,0,0.02,0.31,73,11,82,14,"Backbone Entertainment","E10+",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Fate/Extra","PSP",2010,"Role-Playing","Marvelous Interactive",0.18,0.01,0.1,0.03,0.31,58,10,79,39,"Image Epoch, Imageepoch","T",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Drakengard 3","PS3",2013,"Role-Playing","Square Enix",0.1,0,0.19,0.02,0.31,61,33,75,237,"Access Games","M",3,"10s","SONY","7th Gen","SONY_PS","Other","Other","Square Enix"
"Catherine","X360",2011,"Adventure","Deep Silver",0.2,0.06,0.03,0.02,0.31,82,39,77,153,"Atlus","M",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"The Matrix: Path of Neo","XB",2005,"Action","Atari",0.23,0.07,0,0.01,0.31,73,39,71,20,"Shiny Entertainment","T",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Namco"
"Bust-A-Move Universe","3DS",2011,"Puzzle","Square Enix",0.08,0.15,0.06,0.03,0.31,49,30,46,13,"Arika","E",5,"10s","Nintendo","8th Gen","Nintendo_DS","Other","Other","Square Enix"
"Mortal Kombat: Shaolin Monks","XB",2005,"Action","Midway Games",0.23,0.07,0,0.01,0.31,78,37,64,19,"Midway Studios - Los Angeles","M",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"Batman: Arkham Origins","WiiU",2013,"Action","Warner Bros. Interactive Entertainment",0.19,0.09,0,0.03,0.31,68,5,72,127,"Human Head Studios","T",3,"10s","Nintendo","8th Gen","Nintendo_Wii","Other","Other","Other"
"Shin Megami Tensei: Devil Survivor 2","DS",2011,"Role-Playing","Ghostlight",0.16,0.01,0.12,0.01,0.31,79,21,86,45,"Atlus","T",5,"10s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Sonic Boom: Rise of Lyric","WiiU",2014,"Action","Sega",0.19,0.09,0,0.03,0.31,32,28,34,587,"Big Red Button Entertainment","E10+",2,"10s","Nintendo","8th Gen","Nintendo_Wii","Other","Other","Sega"
"The Settlers 7: Paths to a Kingdom","PC",2010,"Strategy","Ubisoft",0,0.27,0,0.05,0.31,79,33,50,213,"Blue Byte","E10+",6,"00s","Microsoft","5th Gen","Misc","Other","Other","Ubisoft"
"WipEout Pulse","PSP",2007,"Racing","Sony Computer Entertainment",0.13,0.12,0,0.06,0.31,82,40,84,31,"Studio Liverpool","E10+",9,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"The Legend of Spyro: Dawn of the Dragon","X360",2008,"Platform","Vivendi Games",0.16,0.12,0,0.03,0.31,62,35,70,26,"Etranges Libellules","E10+",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Ubisoft"
"Fuel","X360",2009,"Racing","Codemasters",0.09,0.18,0,0.04,0.31,66,45,68,45,"Asobo Studio","E",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Tropico 5","PS4",2015,"Simulation","Kalypso Media",0.06,0.16,0.06,0.04,0.31,76,17,69,110,"Haemimont","T",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"KISS Pinball","PS",2001,"Action","Take-Two Interactive",0.17,0.12,0,0.02,0.31,26,7,36,8,"Wildfire Studios","T",15,"00s","SONY","5th Gen","SONY_PS","Other","Other","Sega"
"Brothers In Arms: Earned in Blood","XB",2005,"Shooter","Ubisoft",0.23,0.07,0,0.01,0.31,85,41,84,25,"Gearbox Software","M",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Ubisoft"
"LEGO Legends of Chima: Laval's Journey","3DS",2013,"Adventure","Warner Bros. Interactive Entertainment",0.18,0.1,0,0.03,0.31,65,5,34,7,"TT Games","E10+",3,"10s","Nintendo","8th Gen","Nintendo_DS","Other","Other","Other"
"Skylanders: SuperChargers","PS4",2015,"Action","Activision",0.17,0.08,0,0.05,0.31,81,51,31,29,"Vicarious Visions","E10+",1,"10s","SONY","8th Gen","SONY_PS","Activision Blizzard","US","Activision Blizzard"
"Dark Void","X360",2010,"Action","Capcom",0.19,0.09,0,0.03,0.31,59,69,58,61,"Airtight Games","T",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Manhunt 2","PSP",2007,"Action","Take-Two Interactive",0.04,0.17,0,0.09,0.31,69,15,79,38,"Rockstar London","M",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Sega"
"Mega Man Maverick Hunter X","PSP",2005,"Platform","Capcom",0.27,0.01,0,0.03,0.31,79,34,81,44,"Capcom","E10+",11,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Clash of the Titans","PS3",2010,"Action","Namco Bandai Games",0.09,0.15,0.01,0.05,0.31,41,28,15,17,"Game Republic","T",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Namco"
"Mega Man Battle Network 2","GBA",2002,"Action","Ubisoft",0.22,0.08,0,0.01,0.31,81,15,88,21,"Capcom","E",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Ubisoft"
"Major League Baseball 2K8","PS3",2008,"Sports","Bethesda Softworks",0.28,0,0,0.03,0.31,67,23,54,8,"Kush Games","E",8,"00s","SONY","7th Gen","SONY_PS","Sega","Japan","Other"
"Pandora's Tower","Wii",2011,"Role-Playing","Nintendo",0.11,0.1,0.08,0.02,0.31,73,48,78,99,"Ganbarion","T",5,"10s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Nintendo"
"SimAnimals","Wii",2009,"Simulation","Electronic Arts",0.14,0.13,0,0.03,0.31,58,13,19,35,"Electronic Arts","E",7,"00s","Nintendo","7th Gen","Nintendo_Wii","EA","US","EA"
"Tiger Woods PGA Tour 06","X360",2005,"Sports","Electronic Arts",0.28,0,0,0.02,0.31,71,36,72,8,"EA Sports","E",11,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA"
"Jonah Lomu Rugby Challenge","X360",2011,"Sports","Home Entertainment Suppliers",0.09,0.19,0,0.03,0.31,73,14,58,8,"Sidhe Interactive","E",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Midway Arcade Treasures 2","XB",2004,"Misc","Midway Games",0.24,0.05,0,0.01,0.31,74,38,72,7,"Backbone Entertainment","M",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"NASCAR Thunder 2003","GC",2002,"Racing","Electronic Arts",0.24,0.06,0,0.01,0.31,85,12,64,5,"EA Sports","E",14,"00s","Nintendo","6th Gen","Misc","EA","US","EA"
"Mega Man Zero Collection","DS",2010,"Platform","Capcom",0.17,0.01,0.11,0.02,0.31,78,15,87,39,"Inti, Inti Creates","E",6,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Pro Evolution Soccer 2013","X360",2012,"Sports","Konami Digital Entertainment",0.08,0.2,0,0.03,0.31,82,33,67,77,"Konami","E",4,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Star Wars Racer Revenge","PS2",2002,"Racing","LucasArts",0.15,0.12,0,0.04,0.31,73,34,83,11,"Rainbow Studios","E",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"NCAA Final Four 2002","PS2",2001,"Sports","Sony Computer Entertainment",0.15,0.12,0,0.04,0.31,52,14,63,8,"989 Sports","E",15,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY"
"Blade II","PS2",2002,"Action","Activision",0.15,0.12,0,0.04,0.31,49,21,59,14,"Mucky Foot Productions","M",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Activision Blizzard"
"TRON: Evolution","X360",2010,"Action","Disney Interactive Studios",0.24,0.05,0,0.02,0.31,58,51,58,41,"Propaganda Games","T",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Bruce Lee: Quest of the Dragon","XB",2002,"Fighting","Universal Interactive",0.23,0.07,0,0.01,0.31,32,24,22,10,"Ronin Entertainment","T",14,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"Disney's The Emperor's New Groove","PS",2000,"Platform","Sony Computer Entertainment",0.17,0.12,0,0.02,0.31,66,8,70,6,"Disney Interactive","E",16,"90s","SONY","5th Gen","SONY_PS","Other","Other","SONY"
"Dragon Ball Z: Battle of Z","PS3",2014,"Fighting","Namco Bandai Games",0.1,0.1,0.06,0.04,0.31,54,32,51,103,"Artdink","T",2,"10s","SONY","7th Gen","SONY_PS","Other","Other","Namco"
"Disney's Stitch: Experiment 626","PS2",2002,"Action","Sony Computer Entertainment",0.15,0.12,0,0.04,0.31,59,17,76,4,"High Voltage Software","E",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","SONY"
"Orphen: Scion of Sorcery","PS2",2000,"Role-Playing","Activision",0.15,0.12,0,0.04,0.31,54,15,56,8,"Shade","T",16,"90s","SONY","6th Gen","SONY_PS","Other","Other","Activision Blizzard"
"NBA Live 08","PSP",2007,"Sports","Electronic Arts",0.28,0,0,0.02,0.31,73,11,60,5,"EA Canada","E",9,"00s","SONY","7th Gen","SONY_PS","EA","US","EA"
"Star Wars Episode III: Revenge of the Sith","DS",2005,"Action","Ubisoft",0.25,0.03,0,0.02,0.3,73,22,76,19,"Ubisoft","E10+",11,"00s","Nintendo","7th Gen","Nintendo_DS","Ubisoft","France","Ubisoft"
"Ultimate Spider-Man","GBA",2005,"Action","Activision",0.22,0.08,0,0.01,0.3,62,4,71,12,"Vicarious Visions","E10+",11,"00s","Nintendo","6th Gen","Misc","Activision Blizzard","US","Activision Blizzard"
"Midtown Madness 3","XB",2003,"Racing","Microsoft Game Studios",0.23,0.07,0,0.01,0.3,76,41,81,30,"Digital Illusions","E",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Microsoft"
"Shrek Swamp Kart Speedway","GBA",2002,"Racing","TDK Mediactive",0.22,0.08,0,0.01,0.3,27,5,87,19,"Prolific","E",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Contra 4","DS",2007,"Shooter","Konami Digital Entertainment",0.28,0,0.01,0.02,0.3,83,38,82,45,"WayForward","T",9,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Spyro: Attack of the Rhynocs","GBA",2003,"Platform","Universal Interactive",0.22,0.08,0,0.01,0.3,72,13,73,15,"Digital Eclipse","E",13,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Monsters vs. Aliens","PS3",2009,"Action","Activision",0.21,0.05,0,0.04,0.3,66,18,43,4,"Beenox","E10+",7,"00s","SONY","7th Gen","SONY_PS","Activision Blizzard","US","Activision Blizzard"
"NASCAR 2011: The Game","X360",2011,"Racing","Activision",0.29,0,0,0.02,0.3,62,24,39,14,"Eutechnyx","E",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard"
"BlazBlue: Chrono Phantasma","PS3",2013,"Fighting","Arc System Works",0.14,0,0.14,0.03,0.3,83,16,81,64,"Arc System Works","T",3,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Kingdoms of Amalur: Reckoning","PC",2012,"Role-Playing","Electronic Arts",0.14,0.13,0,0.03,0.3,81,25,64,1097,"Big Huge Games","M",4,"10s","Microsoft","5th Gen","Misc","Other","Other","EA"
"Mario Party: Star Rush","3DS",2016,"Misc","Nintendo",0.08,0.13,0.08,0.02,0.3,68,37,66,16,"Nintendo, Nd Cube","E",0,"10s","Nintendo","8th Gen","Nintendo_DS","Nintendo","Japan","Nintendo"
"Burnout","GC",2002,"Racing","Acclaim Entertainment",0.23,0.06,0,0.01,0.3,78,18,77,18,"Criterion Games","E",14,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Chaos Legion","PS2",2003,"Action","Capcom",0.15,0.12,0,0.04,0.3,65,34,80,58,"Capcom","T",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Charlie and the Chocolate Factory","GBA",2005,"Adventure","Global Star",0.22,0.08,0,0.01,0.3,36,5,36,6,"High Voltage Software, Backbone Entertainment","E",11,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Neopets: The Darkest Faerie","PS2",2005,"Adventure","Sony Computer Entertainment",0.15,0.12,0,0.04,0.3,61,18,83,30,"Idol Minds","E10+",11,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY"
"Naruto Shippuden: Ultimate Ninja Storm 4","XOne",2016,"Fighting","Namco Bandai Games",0.21,0.07,0,0.03,0.3,81,11,83,51,"CyberConnect2","T",0,"10s","Microsoft","8th Gen","Microsoft_XBOX","Other","Other","Namco"
"Batman: Arkham VR","PS4",2016,"Action","Warner Bros. Interactive Entertainment",0.25,0,0,0.06,0.3,75,59,71,89,"Rocksteady Studios","M",0,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other"
"24: The Game","PS2",2006,"Adventure","Sony Computer Entertainment",0.15,0.12,0,0.04,0.3,62,53,80,40,"SCE Studio Cambridge","M",10,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY"
"The King of Fighters XIII","PS3",2011,"Fighting","Rising Star Games",0.17,0.06,0.04,0.03,0.3,77,26,80,76,"SNK Playmore","T",5,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Tom Clancy's Splinter Cell 3D","3DS",2011,"Action","Ubisoft",0.14,0.07,0.07,0.02,0.3,53,32,53,26,"Ubisoft","T",5,"10s","Nintendo","8th Gen","Nintendo_DS","Ubisoft","France","Ubisoft"
"Magna Carta 2","X360",2009,"Role-Playing","Banpresto",0.13,0.07,0.07,0.02,0.3,69,49,68,57,"Banpresto, SoftMax","T",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Romance of the Three Kingdoms VIII","PS2",2002,"Strategy","Tecmo Koei",0.05,0.04,0.19,0.01,0.3,77,14,87,17,"Koei","E",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"F1 2013","X360",2013,"Racing","Codemasters",0.01,0.27,0,0.02,0.3,79,29,64,33,"Codemasters","E",3,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Crazy Taxi: Catch a Ride","GBA",2003,"Racing","THQ",0.21,0.08,0,0.01,0.3,48,14,57,8,"Graphic State","E",13,"00s","Nintendo","6th Gen","Misc","Other","Other","Other"
"Final Fantasy XI: Wings of the Goddess","X360",2007,"Role-Playing","Square Enix",0.26,0,0.02,0.02,0.3,63,4,56,5,"Square Enix","T",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Square Enix","Japan","Square Enix"
"PowerUp Heroes","X360",2011,"Fighting","Ubisoft",0.18,0.09,0,0.03,0.3,61,13,73,10,"Ubisoft","E10+",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft"
"Rayman 2: Revolution","PS2",2000,"Platform","Ubisoft",0.15,0.11,0,0.04,0.3,90,16,80,42,"Ubisoft","E",16,"90s","SONY","6th Gen","SONY_PS","Ubisoft","France","Ubisoft"
"Madden NFL 13","PSV",2012,"Sports","Electronic Arts",0.28,0,0,0.02,0.3,63,6,71,38,"EA Tiburon","E",4,"10s","SONY","8th Gen","SONY_PS","EA","US","EA"
"Army Men: Air Attack 2","PS",2000,"Action","3DO",0.17,0.11,0,0.02,0.3,74,8,51,4,"3DO","T",16,"90s","SONY","5th Gen","SONY_PS","Other","Other","Other"
"Stranglehold","PS3",2007,"Shooter","Midway Games",0.24,0.02,0,0.03,0.3,77,22,77,48,"Midway","M",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Pride FC: Fighting Championships","PS2",2003,"Fighting","THQ",0.15,0.11,0,0.04,0.3,73,19,84,7,"Anchor","M",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Eternal Ring","PS2",2000,"Role-Playing","Ubisoft",0.1,0.07,0.1,0.03,0.3,62,13,51,9,"From Software","T",16,"90s","SONY","6th Gen","SONY_PS","Other","Other","Ubisoft"
"Resident Evil Archives: Resident Evil","Wii",2008,"Action","Capcom",0.16,0.04,0.08,0.02,0.3,76,11,87,41,"Capcom","M",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other"
"Dynasty Warriors 6","X360",2007,"Action","Tecmo Koei",0.15,0.06,0.06,0.02,0.3,60,42,72,22,"Omega Force","T",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Silent Hill: Shattered Memories","PSP",2010,"Action","Konami Digital Entertainment",0.09,0.13,0.01,0.07,0.3,73,28,73,43,"Climax Group, Climax Studios","M",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"Dance Dance Revolution Universe 3","X360",2008,"Simulation","Konami Digital Entertainment",0.28,0,0,0.02,0.3,65,6,75,7,"Konami","E",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other"
"Showdown: Legends of Wrestling","PS2",2004,"Fighting","Acclaim Entertainment",0.15,0.11,0,0.04,0.3,55,24,59,7,"Acclaim","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Sword Art Online: Hollow Fragment","PSV",2014,"Role-Playing","Namco Bandai Games",0,0,0.3,0,0.3,67,28,74,131,"Bandai Namco Games","T",2,"10s","SONY","8th Gen","SONY_PS","Namco","Japan","Namco"
"Full Spectrum Warrior","PS2",2005,"Strategy","THQ",0.15,0.11,0,0.04,0.3,74,24,78,13,"Pandemic Studios","M",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"The Sims 2: Pets","PS2",2006,"Simulation","Electronic Arts",0.02,0.01,0,0.27,0.3,68,27,78,25,"Maxis","T",10,"00s","SONY","6th Gen","SONY_PS","EA","US","EA"
"Fist of the North Star: Ken's Rage 2","PS3",2012,"Fighting","Tecmo Koei",0,0,0.3,0,0.3,49,19,68,19,"Koei, Omega Force","M",4,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"MLB SlugFest Loaded","PS2",2004,"Sports","Midway Games",0.14,0.11,0,0.04,0.3,77,30,93,4,"Point of View","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other"
"Teenage Mutant Ninja Turtles","XB",2003,"Action","Konami Digital Entertainment",0.22,0.06,0,0.01,0.3,56,22,82,9,"Konami","E",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Other"
"Capcom Classics Collection Remixed","PSP",2006,"Misc","Capcom",0.27,0,0,0.02,0.3,72,37,68,5,"Digital Eclipse","T",10,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other"
"1701 A.D.","PC",2006,"Simulation","Deep Silver",0,0.25,0,0.04,0.3,79,30,81,38,"Related Designs","E10+",10,"00s","Microsoft","5th Gen","Misc","Ubisoft","France","Other"
"Lego Star Wars: The Force Awakens","XOne",2016,"Action","Warner Bros. Interactive Entertainment",0.14,0.13,0,0.02,0.3,76,11,68,18,"TT Games","E10+",0,"10s","Microsoft","8th Gen","Microsoft_XBOX","Other","Other","Other"
"Little Deviants","PSV",2011,"Platform","Sony Computer Entertainment",0.14,0.12,0,0.04,0.3,57,62,53,53,"Bigbig Studios","E10+",5,"10s","SONY","8th Gen","SONY_PS","SONY","Japan","SONY"
"Spider-Man 3","PSP",2007,"Platform","Activision",0.01,0.23,0,0.05,0.3,52,7,72,9,"Treyarch","T",9,"00s","SONY","7th Gen","SONY_PS","Activision Blizzard","US","Activision Blizzard"
"Radiant Historia","DS",2010,"Role-Playing","Atlus",0.19,0,0.09,0.01,0.29,85,30,88,81,"Atlus","E10+",6,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other"
"Sorcery","PS3",2012,"Action","Sony Computer Entertainment",0.14,0.11,0,0.05,0.29,70,52,71,57,"The Workshop","E10+",4,"10s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY"
"Harry Potter and the Order of the Phoenix","X360",2007,"Action","Electronic Arts",0.24,0.03,0,0.02,0.29,68,38,66,20,"EA Games","E10+",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA"
"Grandia II","PS2",2002,"Role-Playing","Ubisoft",0.14,0.11,0,0.04,0.29,71,19,84,31,"Game Arts","T",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Ubisoft"
