"Platform","Year_of_Release","Genre","Publisher","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","Year_since_Release","Decade","Platform_Company","Platform_Gen","Family_Platform","Main_Developer","Developer_Country","Main_Publisher","Region","Sales"
"PS2",2004,"Shooter","Electronic Arts",84,42,89,51,"EA Redwood Shores","T",12,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0.09
"PS",1999,"Racing","Electronic Arts",86,14,83,28,"EA Canada","E",17,"90s","SONY","5th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"PC",2012,"Action","NCSoft",90,69,77,2954,"ArenaNet","T",4,"10s","Microsoft","5th Gen","Misc","Other","Other","Other","JP_Sales",0
"3DS",2012,"Role-Playing","Nintendo",75,69,54,382,"Intelligent Systems","E",4,"10s","Nintendo","8th Gen","Nintendo_DS","Nintendo","Japan","Nintendo","JP_Sales",0.64
"PS3",2013,"Action","Warner Bros. Interactive Entertainment",76,46,75,668,"WB Games Montreal","T",3,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.04
"PS3",2007,"Action","LucasArts",80,18,65,87,"Traveller's Tales","E10+",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","JP_Sales",0
"XB",2004,"Racing","Electronic Arts",77,35,85,27,"EA Canada","E",12,"00s","Microsoft","6th Gen","Microsoft_XBOX","EA","US","EA","JP_Sales",0
"PS3",2009,"Sports","Konami Digital Entertainment",78,42,65,76,"Konami","E",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.46
"PS2",2008,"Sports","Electronic Arts",82,8,67,20,"EA Canada","E",8,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0.01
"DS",2010,"Action","Warner Bros. Interactive Entertainment",72,7,70,6,"TT Fusion","E10+",6,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other","JP_Sales",0
"X360",2010,"Simulation","Electronic Arts",76,42,69,71,"The Sims Studio","T",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","EA","JP_Sales",0
"DS",2008,"Role-Playing","Nintendo",68,24,80,27,"HAL Labs, Creatures Inc.","E",8,"00s","Nintendo","7th Gen","Nintendo_DS","Nintendo","Japan","Nintendo","JP_Sales",0.62
"PS3",2011,"Action","Deep Silver",71,41,64,405,"Techland","M",5,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.15
"GBA",2002,"Platform","Nintendo",81,24,87,54,"HAL Labs","E",14,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo","JP_Sales",0.91
"GBA",2001,"Platform","Nintendo",88,17,87,42,"Nintendo","E",15,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo","JP_Sales",0.54
"PS3",2009,"Misc","Sega",80,35,84,43,"Backbone Entertainment","E10+",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Sega","JP_Sales",0
"PS4",2016,"Action","Ubisoft",76,91,61,635,"Ubisoft Montreal","M",0,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft","JP_Sales",0.06
"XOne",2016,"Shooter","Electronic Arts",87,37,80,440,"EA DICE","M",0,"10s","Microsoft","8th Gen","Microsoft_XBOX","EA","US","EA","JP_Sales",0
"PS2",2002,"Adventure","Capcom",84,31,88,52,"Capcom","M",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",1.06
"GC",2004,"Role-Playing","Nintendo",87,55,92,306,"Intelligent Systems","E",12,"00s","Nintendo","6th Gen","Misc","Nintendo","Japan","Nintendo","JP_Sales",0.46
"PS3",2011,"Sports","Electronic Arts",79,31,53,56,"EA Tiburon","E",5,"10s","SONY","7th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"PS3",2013,"Action","Sony Computer Entertainment",80,89,73,914,"SCE Santa Monica","M",3,"10s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY","JP_Sales",0.04
"PS3",2007,"Misc","Activision",83,45,76,52,"Neversoft Entertainment","T",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Activision Blizzard","JP_Sales",0.02
"GBA",2001,"Platform","Sega",87,22,79,48,"Sonic Team","E",15,"00s","Nintendo","6th Gen","Misc","Sega","Japan","Sega","JP_Sales",0.22
"Wii",2006,"Misc","Sega",74,53,55,72,"Sega","E",10,"00s","Nintendo","7th Gen","Nintendo_Wii","Sega","Japan","Sega","JP_Sales",0.04
"WiiU",2013,"Platform","Nintendo",77,59,77,288,"Nintendo","E",3,"10s","Nintendo","8th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo","JP_Sales",0.18
"GBA",2001,"Platform","Vivendi Games",74,16,78,13,"Digital Eclipse","E",15,"00s","Nintendo","6th Gen","Misc","Other","Other","Ubisoft","JP_Sales",0
"PSP",2008,"Fighting","Square Enix",79,61,78,139,"Square Enix","T",8,"00s","SONY","7th Gen","SONY_PS","Square Enix","Japan","Square Enix","JP_Sales",0.91
"X360",2013,"Sports","Electronic Arts",80,32,54,136,"EA Sports","E",3,"10s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA","JP_Sales",0
"PS3",2012,"Shooter","Take-Two Interactive",91,25,80,858,"Gearbox Software","M",4,"10s","SONY","7th Gen","SONY_PS","Other","Other","Sega","JP_Sales",0.1
"PS2",2003,"Action","Ubisoft",92,44,86,204,"Ubisoft","T",13,"00s","SONY","6th Gen","SONY_PS","Ubisoft","France","Ubisoft","JP_Sales",0
"Wii",2009,"Role-Playing","Nintendo",84,70,84,219,"Capcom","T",7,"00s","Nintendo","7th Gen","Nintendo_Wii","Nintendo","Japan","Nintendo","JP_Sales",1.05
"X360",2013,"Action","Warner Bros. Interactive Entertainment",80,37,74,127,"TT Games","E10+",3,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","JP_Sales",0
"PS4",2015,"Shooter","Ubisoft",73,40,71,480,"Ubisoft Montreal","M",1,"10s","SONY","8th Gen","SONY_PS","Ubisoft","France","Ubisoft","JP_Sales",0.14
"PS3",2008,"Action","LucasArts",71,47,64,233,"LucasArts","T",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","JP_Sales",0
"X360",2007,"Misc","Activision",92,55,79,220,"Harmonix Music Systems","T",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard","JP_Sales",0
"XOne",2013,"Racing","Microsoft Game Studios",79,76,57,1095,"Turn 10","E",3,"10s","Microsoft","8th Gen","Microsoft_XBOX","Microsoft","US","Microsoft","JP_Sales",0.01
"X360",2008,"Misc","Electronic Arts",92,69,81,156,"Harmonix Music Systems","T",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA","JP_Sales",0
"X360",2010,"Racing","Electronic Arts",88,73,68,206,"Criterion Games","E10+",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","EA","JP_Sales",0
"DS",2008,"Action","Activision",80,15,77,16,"TT Fusion","E",8,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Activision Blizzard","JP_Sales",0
"X360",2010,"Shooter","Take-Two Interactive",88,93,80,573,"2K Marin","M",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Sega","Japan","Sega","JP_Sales",0.02
"XB",2003,"Role-Playing","Activision",94,72,90,317,"BioWare","T",13,"00s","Microsoft","6th Gen","Microsoft_XBOX","EA","US","Activision Blizzard","JP_Sales",0
"PS4",2014,"Sports","Electronic Arts",81,37,59,208,"EA Sports","E",2,"10s","SONY","8th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"PS3",2011,"Action","Konami Digital Entertainment",80,41,64,132,"Konami","E",5,"10s","SONY","7th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.55
"X360",2006,"Action","THQ",81,74,73,211,"Volition Inc.","M",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","JP_Sales",0.02
"PS2",2002,"Racing","THQ",82,26,87,28,"Rainbow Studios","E",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",0
"XOne",2014,"Sports","Electronic Arts",82,33,52,347,"EA Sports","E",2,"10s","Microsoft","8th Gen","Microsoft_XBOX","EA","US","EA","JP_Sales",0
"XOne",2016,"Shooter","Ubisoft",80,33,67,614,"Massive Entertainment","M",0,"10s","Microsoft","8th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft","JP_Sales",0
"X360",2010,"Role-Playing","Square Enix",82,54,61,539,"Square Enix","T",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Square Enix","Japan","Square Enix","JP_Sales",0.01
"PC",2001,"Simulation","Electronic Arts",74,17,77,30,"Maxis","T",15,"00s","Microsoft","5th Gen","Misc","EA","US","EA","JP_Sales",0
"DS",2009,"Puzzle","Warner Bros. Interactive Entertainment",79,72,74,110,"5TH Cell","E10+",7,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other","JP_Sales",0.02
"Wii",2008,"Platform","Sega",66,30,71,136,"Sonic Team","E10+",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Sega","Japan","Sega","JP_Sales",0.02
"DS",2006,"Role-Playing","Nintendo",69,21,74,50,"HAL Labs","E",10,"00s","Nintendo","7th Gen","Nintendo_DS","Nintendo","Japan","Nintendo","JP_Sales",0.73
"PS4",2016,"Shooter","Activision",90,31,59,1358,"Blizzard Entertainment","T",0,"10s","SONY","8th Gen","SONY_PS","Activision Blizzard","US","Activision Blizzard","JP_Sales",0.15
"PS3",2012,"Action","Square Enix",83,30,73,511,"Io Interactive","M",4,"10s","SONY","7th Gen","SONY_PS","Other","Other","Square Enix","JP_Sales",0.07
"PSP",2007,"Shooter","Activision",64,45,73,30,"Amaze Entertainment","T",9,"00s","SONY","7th Gen","SONY_PS","Other","Other","Activision Blizzard","JP_Sales",0
"PS2",2004,"Simulation","Konami Digital Entertainment",77,26,88,20,"KCET","E",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",0
"GBA",2003,"Role-Playing","SquareSoft",87,44,76,212,"Square Enix","E",13,"00s","Nintendo","6th Gen","Misc","Square Enix","Japan","Square Enix","JP_Sales",0.89
"Wii",2009,"Sports","Ubisoft",62,5,50,54,"Ubisoft","E",7,"00s","Nintendo","7th Gen","Nintendo_Wii","Ubisoft","France","Ubisoft","JP_Sales",0
"XB",2001,"Racing","Microsoft Game Studios",85,35,80,28,"Bizarre Creations","E",15,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Microsoft","JP_Sales",0.05
"PS3",2011,"Sports","Take-Two Interactive",90,38,65,127,"Visual Concepts","E",5,"10s","SONY","7th Gen","SONY_PS","Sega","Japan","Sega","JP_Sales",0.05
"PS2",2002,"Racing","Electronic Arts",89,31,83,92,"Black Box","E",14,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0.02
"PS2",2003,"Action","Tecmo Koei",78,24,91,201,"Omega Force","T",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",1.13
"PS3",2013,"Sports","Take-Two Interactive",84,26,47,142,"Visual Concepts","E",3,"10s","SONY","7th Gen","SONY_PS","Sega","Japan","Sega","JP_Sales",0.04
"PS",1998,"Role-Playing","SquareSoft",81,17,87,89,"SquareSoft","M",18,"90s","SONY","5th Gen","SONY_PS","Square Enix","Japan","Square Enix","JP_Sales",1.05
"DS",2006,"Puzzle","Nintendo",84,56,85,44,"Nintendo","E",10,"00s","Nintendo","7th Gen","Nintendo_DS","Nintendo","Japan","Nintendo","JP_Sales",1.35
"PS4",2015,"Shooter","Electronic Arts",73,46,48,845,"Visceral Games","M",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","EA","JP_Sales",0.14
"X360",2011,"Fighting","Warner Bros. Interactive Entertainment",86,66,81,382,"NetherRealm Studios","M",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","JP_Sales",0
"PS3",2009,"Shooter","Take-Two Interactive",83,58,77,427,"Gearbox Software","M",7,"00s","SONY","7th Gen","SONY_PS","Other","Other","Sega","JP_Sales",0
"PS2",2005,"Action","Capcom",84,60,88,212,"Capcom","M",11,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.29
"X360",2010,"Action","Take-Two Interactive",89,50,79,100,"Visual Concepts","E",6,"00s","Microsoft","7th Gen","Microsoft_XBOX","Sega","Japan","Sega","JP_Sales",0.01
"PS4",2015,"Action","Warner Bros. Interactive Entertainment",74,58,77,1287,"Techland","M",1,"10s","SONY","8th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.12
"X360",2006,"Action","Capcom",85,82,74,520,"Capcom","M",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","JP_Sales",0.08
"PC",2010,"Role-Playing","Activision",90,53,54,953,"Blizzard Entertainment","T",6,"00s","Microsoft","5th Gen","Misc","Activision Blizzard","US","Activision Blizzard","JP_Sales",0
"PS2",2002,"Puzzle","THQ",44,7,60,11,"Blue Planet Software","E",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",0
"DS",2006,"Role-Playing","Square Enix",77,45,69,136,"Matrix Software","E10+",10,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Square Enix","JP_Sales",1.07
"GC",2003,"Misc","Nintendo",69,33,80,57,"Hudson","E",13,"00s","Nintendo","6th Gen","Misc","Other","Other","Nintendo","JP_Sales",0.73
"X360",2011,"Shooter","Valve Software",95,66,83,997,"Valve Software","E10+",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","JP_Sales",0.01
"Wii",2010,"Sports","Nintendo",64,54,69,34,"Square Enix","E",6,"00s","Nintendo","7th Gen","Nintendo_Wii","Square Enix","Japan","Nintendo","JP_Sales",0.63
"PSP",2005,"Racing","Electronic Arts",72,21,76,54,"EA Canada","E10+",11,"00s","SONY","7th Gen","SONY_PS","EA","US","EA","JP_Sales",0.02
"DS",2006,"Simulation","Electronic Arts",49,5,50,24,"Full Fat","E",10,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","EA","JP_Sales",0
"Wii",2007,"Simulation","Konami Digital Entertainment",73,16,69,27,"Konami","E10+",9,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other","JP_Sales",0
"PS4",2014,"Racing","Sony Computer Entertainment",71,85,59,1571,"Evolution Studios","E",2,"10s","SONY","8th Gen","SONY_PS","SONY","Japan","SONY","JP_Sales",0.02
"X360",2009,"Fighting","THQ",83,68,77,51,"Yuke's","T",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","JP_Sales",0
"PSP",2010,"Action","Konami Digital Entertainment",89,66,87,443,"Kojima Productions","T",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.96
"PSP",2010,"Role-Playing","Square Enix",82,62,84,208,"Square Enix","E10+",6,"00s","SONY","7th Gen","SONY_PS","Square Enix","Japan","Square Enix","JP_Sales",0.75
"PS2",2003,"Fighting","Namco Bandai Games",92,41,86,120,"Namco","T",13,"00s","SONY","6th Gen","SONY_PS","Namco","Japan","Namco","JP_Sales",0.13
"X360",2007,"Racing","Electronic Arts",72,42,69,78,"EA Black Box","E10+",9,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA","JP_Sales",0.01
"GC",2002,"Misc","Infogrames",75,26,86,41,"Sonic Team","E",14,"00s","Nintendo","6th Gen","Misc","Sega","Japan","Other","JP_Sales",0.05
"PS3",2008,"Racing","Electronic Arts",59,40,57,71,"EA Vancouver","T",8,"00s","SONY","7th Gen","SONY_PS","EA","US","EA","JP_Sales",0.05
"PS2",2006,"Shooter","Sony Computer Entertainment",72,38,88,34,"Zipper Interactive","T",10,"00s","SONY","6th Gen","SONY_PS","SONY","Japan","SONY","JP_Sales",0
"PS2",2005,"Action","Ubisoft",82,41,80,68,"Ubisoft Montpellier","T",11,"00s","SONY","6th Gen","SONY_PS","Ubisoft","France","Ubisoft","JP_Sales",0
"PS3",2007,"Racing","Electronic Arts",73,26,58,43,"EA Black Box","E10+",9,"00s","SONY","7th Gen","SONY_PS","EA","US","EA","JP_Sales",0.04
"GBA",2003,"Platform","Nintendo",78,26,87,53,"Rare Ltd.","E",13,"00s","Nintendo","6th Gen","Misc","Microsoft","US","Nintendo","JP_Sales",0.29
"X360",2011,"Misc","Microsoft Game Studios",86,56,80,63,"Harmonix Music Systems","T",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Microsoft","JP_Sales",0.01
"DS",2008,"Misc","Take-Two Interactive",48,11,31,4,"Cat Daddy Games","E",8,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Sega","JP_Sales",0
"PS2",2003,"Sports","Electronic Arts",86,19,75,41,"EA Sports","E",13,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"X360",2005,"Shooter","Activision",89,65,79,307,"Infinity Ward","T",11,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Activision Blizzard","JP_Sales",0.01
"Wii",2008,"Misc","Ubisoft",73,24,75,29,"Ubisoft Paris, Ubisoft Montpellier","E10+",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Ubisoft","France","Ubisoft","JP_Sales",0
"DS",2005,"Role-Playing","Nintendo",62,34,79,97,"ChunSoft","E",11,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Nintendo","JP_Sales",0.83
"PS3",2011,"Role-Playing","Namco Bandai Games",89,54,85,1397,"From Software","M",5,"10s","SONY","7th Gen","SONY_PS","Other","Other","Namco","JP_Sales",0.54
"X360",2011,"Misc","Ubisoft",70,34,75,17,"Ubisoft","E10+",5,"10s","Microsoft","7th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft","JP_Sales",0
"XOne",2013,"Shooter","Electronic Arts",81,5,64,480,"EA DICE","M",3,"10s","Microsoft","8th Gen","Microsoft_XBOX","EA","US","EA","JP_Sales",0
"3DS",2012,"Role-Playing","Nintendo",92,72,89,1130,"Intelligent Systems","T",4,"10s","Nintendo","8th Gen","Nintendo_DS","Nintendo","Japan","Nintendo","JP_Sales",0.54
"PS3",2011,"Action","Electronic Arts",64,48,62,182,"Black Box","T",5,"10s","SONY","7th Gen","SONY_PS","EA","US","EA","JP_Sales",0.03
"PS4",2014,"Role-Playing","Electronic Arts",89,43,72,1984,"BioWare","M",2,"10s","SONY","8th Gen","SONY_PS","EA","US","EA","JP_Sales",0.08
"PS3",2008,"Action","Electronic Arts",88,67,86,545,"EA Redwood Shores","M",8,"00s","SONY","7th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"PS3",2008,"Fighting","Midway Games",76,44,69,107,"Midway","T",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Other","JP_Sales",0
"DS",2007,"Puzzle","Midway Games",71,19,55,9,"Midway Studios - San Diego","E10+",9,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Other","JP_Sales",0
"PS",1997,"Action","Activision",87,14,86,45,"Acquire","M",19,"90s","SONY","5th Gen","SONY_PS","Other","Other","Activision Blizzard","JP_Sales",0.27
"GBA",2002,"Action","Electronic Arts",76,11,77,14,"Eurocom Entertainment Software","E",14,"00s","Nintendo","6th Gen","Misc","EA","US","EA","JP_Sales",0.05
"DS",2009,"Role-Playing","Square Enix",75,53,76,162,"h.a.n.d. Inc.","E10+",7,"00s","Nintendo","7th Gen","Nintendo_DS","Other","Other","Square Enix","JP_Sales",0.53
"PS3",2010,"Sports","Electronic Arts",80,46,74,82,"EA Black Box","T",6,"00s","SONY","7th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"PS4",2013,"Racing","Electronic Arts",80,53,60,667,"Ghost Games","E10+",3,"10s","SONY","8th Gen","SONY_PS","EA","US","EA","JP_Sales",0.03
"PS2",2002,"Platform","Universal Interactive",56,20,39,95,"Check Six Games","E",14,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",0
"PS2",2003,"Action","Capcom",68,40,64,167,"Capcom","M",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",0.51
"PSP",2004,"Sports","Sony Computer Entertainment",81,57,85,34,"Clap Hanz","E10+",12,"00s","SONY","7th Gen","SONY_PS","SONY","Japan","SONY","JP_Sales",0.63
"X360",2012,"Racing","Microsoft Game Studios",85,83,82,431,"PLAYGROUND, Playground Games","T",4,"10s","Microsoft","7th Gen","Microsoft_XBOX","Microsoft","US","Microsoft","JP_Sales",0.04
"X360",2006,"Shooter","Ubisoft",88,69,81,225,"Ubisoft Montreal","M",10,"00s","Microsoft","7th Gen","Microsoft_XBOX","Ubisoft","France","Ubisoft","JP_Sales",0.02
"PS2",2003,"Racing","Vivendi Games",69,24,75,59,"Vicarious Visions","E",13,"00s","SONY","6th Gen","SONY_PS","Activision Blizzard","US","Ubisoft","JP_Sales",0
"X360",2012,"Shooter","Capcom",67,71,48,1407,"Capcom","M",4,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","JP_Sales",0.07
"XB",2005,"Action","Take-Two Interactive",93,58,84,118,"Rockstar North","AO",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","Other","Other","Sega","JP_Sales",0
"PS2",2003,"Sports","Electronic Arts",90,31,86,70,"Electronic Arts","E",13,"00s","SONY","6th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"PS2",2003,"Fighting","Electronic Arts",80,33,87,41,"Aki Corp.","T",13,"00s","SONY","6th Gen","SONY_PS","Other","Other","EA","JP_Sales",0
"DS",2006,"Platform","Nintendo",71,29,79,41,"Flagship, HAL Labs","E",10,"00s","Nintendo","7th Gen","Nintendo_DS","Nintendo","Japan","Nintendo","JP_Sales",1.05
"PS3",2008,"Racing","Electronic Arts",87,55,75,455,"Criterion Games","E10+",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","EA","JP_Sales",0.02
"PS3",2010,"Simulation","Electronic Arts",78,39,62,55,"The Sims Studio","T",6,"00s","SONY","7th Gen","SONY_PS","Other","Other","EA","JP_Sales",0.02
"X360",2008,"Sports","Electronic Arts",87,51,78,106,"EA Canada","E",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","EA","US","EA","JP_Sales",0.01
"PS2",2004,"Fighting","Atari",77,32,87,137,"Dimps Corporation","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Namco","JP_Sales",0.65
"Wii",2008,"Shooter","Activision",83,19,74,78,"Exakt","M",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Activision Blizzard","JP_Sales",0
"PS2",2002,"Shooter","Ubisoft",63,18,81,22,"Ubisoft","M",14,"00s","SONY","6th Gen","SONY_PS","Ubisoft","France","Ubisoft","JP_Sales",0
"X360",2013,"Shooter","Take-Two Interactive",93,33,83,1647,"Irrational Games","M",3,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Sega","JP_Sales",0.02
"PS2",2004,"Role-Playing","Activision",79,48,83,69,"Raven Software","T",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Activision Blizzard","JP_Sales",0
"X360",2008,"Fighting","Midway Games",72,61,73,87,"Midway","T",8,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","JP_Sales",0
"PS4",2015,"Shooter","Activision",86,81,58,1079,"Bungie","T",1,"10s","SONY","8th Gen","SONY_PS","Microsoft","US","Activision Blizzard","JP_Sales",0.04
"PS2",2001,"Shooter","THQ",88,25,78,69,"Volition Inc.","M",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",0
"PC",2003,"Simulation","Electronic Arts",80,22,84,31,"Maxis","T",13,"00s","Microsoft","5th Gen","Misc","EA","US","EA","JP_Sales",0
"3DS",2013,"Misc","Nintendo",57,47,61,117,"Nintendo, Nd Cube","E",3,"10s","Nintendo","8th Gen","Nintendo_DS","Nintendo","Japan","Nintendo","JP_Sales",0.55
"PS2",2004,"Racing","THQ",80,18,90,46,"Rainbow Studios","E",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",0
"PS",1996,"Misc","Sony Computer Entertainment",92,15,72,48,"NanaOn-Sha","K-A",20,"90s","SONY","5th Gen","SONY_PS","Other","Other","SONY","JP_Sales",1.46
"PS3",2008,"Misc","Activision",84,43,73,80,"Neversoft Entertainment","T",8,"00s","SONY","7th Gen","SONY_PS","Other","Other","Activision Blizzard","JP_Sales",0
"X360",2009,"Racing","Electronic Arts",83,75,63,134,"Slightly Mad Studios","E",7,"00s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","EA","JP_Sales",0.01
"PS3",2013,"Role-Playing","Activision",86,43,62,557,"Blizzard Entertainment","M",3,"10s","SONY","7th Gen","SONY_PS","Activision Blizzard","US","Activision Blizzard","JP_Sales",0.15
"PS4",2014,"Platform","Sony Computer Entertainment",79,78,69,506,"Sumo Digital","E",2,"10s","SONY","8th Gen","SONY_PS","SONY","Japan","SONY","JP_Sales",0.01
"GC",2001,"Simulation","LucasArts",90,45,84,80,"Factor 5","T",15,"00s","Nintendo","6th Gen","Misc","Other","Other","Other","JP_Sales",0.03
"Wii",2008,"Sports","Nintendo",69,31,76,58,"Namco Bandai Games","E",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Namco","Japan","Nintendo","JP_Sales",0.29
"Wii",2008,"Misc","Electronic Arts",70,11,76,17,"Electronic Arts","E",8,"00s","Nintendo","7th Gen","Nintendo_Wii","EA","US","EA","JP_Sales",0
"PS3",2008,"Sports","Electronic Arts",85,38,42,132,"EA Tiburon","E",8,"00s","SONY","7th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"X360",2013,"Action","Warner Bros. Interactive Entertainment",74,46,73,685,"WB Games Montreal","T",3,"10s","Microsoft","7th Gen","Microsoft_XBOX","Other","Other","Other","JP_Sales",0
"Wii",2008,"Misc","Midway Games",29,7,44,7,"Midway","E",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other","JP_Sales",0
"PS2",2004,"Fighting","Midway Games",81,43,83,90,"Midway","M",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",0
"PS4",2016,"Sports","Take-Two Interactive",88,47,65,162,"Visual Concepts","E",0,"10s","SONY","8th Gen","SONY_PS","Sega","Japan","Sega","JP_Sales",0.02
"Wii",2009,"Misc","Disney Interactive Studios",49,15,64,13,"Papaya Studios","E",7,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other","JP_Sales",0
"GC",2002,"Adventure","Nintendo",82,39,75,145,"Rare Ltd.","T",14,"00s","Nintendo","6th Gen","Misc","Microsoft","US","Nintendo","JP_Sales",0.3
"PS3",2013,"Sports","Electronic Arts",76,19,39,91,"EA Sports","E",3,"10s","SONY","7th Gen","SONY_PS","EA","US","EA","JP_Sales",0
"PS2",2001,"Action","THQ",78,17,89,90,"Omega Force","T",15,"00s","SONY","6th Gen","SONY_PS","Other","Other","Other","JP_Sales",1.07
"XB",2005,"Sports","Electronic Arts",86,39,65,41,"EA Sports","E",11,"00s","Microsoft","6th Gen","Microsoft_XBOX","EA","US","EA","JP_Sales",0
"PS2",2004,"Platform","Activision",71,32,83,24,"Luxoflux, Inc.","E",12,"00s","SONY","6th Gen","SONY_PS","Other","Other","Activision Blizzard","JP_Sales",0.03
"PS",1999,"Role-Playing","Sony Computer Entertainment",74,12,82,248,"SCEI","T",17,"90s","SONY","5th Gen","SONY_PS","SONY","Japan","SONY","JP_Sales",0.39
"Wii",2008,"Action","LucasArts",71,18,77,75,"Krome Studios","T",8,"00s","Nintendo","7th Gen","Nintendo_Wii","Other","Other","Other","JP_Sales",0
